[WARN] 2018-06-13 14:25:34,810 dao.DAOProduktBatchKomp updateProduktBatchKomp - No rows updated in "Produkt batch komponent".
[DEBUG] 2018-06-13 14:59:13,665 org.apache.http.impl.conn.PoolingHttpClientConnectionManager releaseConnection - Connection released: [id: 0][route: {}->http://207.154.253.254:8080][total kept alive: 1; route allocated: 1 of 20; total allocated: 1 of 200]
[DEBUG] 2018-06-13 14:59:13,680 org.apache.http.impl.execchain.MainClientExec cancel - Cancelling request execution
[DEBUG] 2018-06-13 14:59:13,727 org.apache.http.client.protocol.RequestAddCookies process - CookieSpec selected: best-match
[DEBUG] 2018-06-13 14:59:13,730 org.apache.http.client.protocol.RequestAuthCache process - Auth cache not set in the context
[DEBUG] 2018-06-13 14:59:13,730 org.apache.http.impl.conn.PoolingHttpClientConnectionManager requestConnection - Connection request: [route: {}->http://207.154.253.254:8080][total kept alive: 1; route allocated: 1 of 20; total allocated: 1 of 200]
[DEBUG] 2018-06-13 14:59:13,730 org.apache.http.impl.conn.PoolingHttpClientConnectionManager leaseConnection - Connection leased: [id: 0][route: {}->http://207.154.253.254:8080][total kept alive: 0; route allocated: 1 of 20; total allocated: 1 of 200]
[DEBUG] 2018-06-13 14:59:13,730 org.apache.http.impl.execchain.MainClientExec execute - Stale connection check
[DEBUG] 2018-06-13 14:59:13,731 org.apache.http.wire wire - http-outgoing-0 << "[read] I/O error: Read timed out"
[DEBUG] 2018-06-13 14:59:13,731 org.apache.http.impl.execchain.MainClientExec execute - Executing request POST /13_CDIO_FINAL/rest/recept/ HTTP/1.1
[DEBUG] 2018-06-13 14:59:13,731 org.apache.http.impl.execchain.MainClientExec execute - Target auth state: UNCHALLENGED
[DEBUG] 2018-06-13 14:59:13,731 org.apache.http.impl.execchain.MainClientExec execute - Proxy auth state: UNCHALLENGED
[DEBUG] 2018-06-13 14:59:13,731 org.apache.http.headers onRequestSubmitted - http-outgoing-0 >> POST /13_CDIO_FINAL/rest/recept/ HTTP/1.1
[DEBUG] 2018-06-13 14:59:13,731 org.apache.http.headers onRequestSubmitted - http-outgoing-0 >> accept-encoding: gzip
[DEBUG] 2018-06-13 14:59:13,731 org.apache.http.headers onRequestSubmitted - http-outgoing-0 >> Content-Type: application/json
[DEBUG] 2018-06-13 14:59:13,731 org.apache.http.headers onRequestSubmitted - http-outgoing-0 >> user-agent: unirest-java/1.3.11
[DEBUG] 2018-06-13 14:59:13,731 org.apache.http.headers onRequestSubmitted - http-outgoing-0 >> Content-Length: 37
[DEBUG] 2018-06-13 14:59:13,731 org.apache.http.headers onRequestSubmitted - http-outgoing-0 >> Host: 207.154.253.254:8080
[DEBUG] 2018-06-13 14:59:13,731 org.apache.http.headers onRequestSubmitted - http-outgoing-0 >> Connection: Keep-Alive
[DEBUG] 2018-06-13 14:59:13,731 org.apache.http.wire wire - http-outgoing-0 >> "POST /13_CDIO_FINAL/rest/recept/ HTTP/1.1[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,731 org.apache.http.wire wire - http-outgoing-0 >> "accept-encoding: gzip[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,731 org.apache.http.wire wire - http-outgoing-0 >> "Content-Type: application/json[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,731 org.apache.http.wire wire - http-outgoing-0 >> "user-agent: unirest-java/1.3.11[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,731 org.apache.http.wire wire - http-outgoing-0 >> "Content-Length: 37[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,731 org.apache.http.wire wire - http-outgoing-0 >> "Host: 207.154.253.254:8080[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,731 org.apache.http.wire wire - http-outgoing-0 >> "Connection: Keep-Alive[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,731 org.apache.http.wire wire - http-outgoing-0 >> "[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,731 org.apache.http.wire wire - http-outgoing-0 >> "{"receptId":9999,"receptNavn":"Test"}"
[DEBUG] 2018-06-13 14:59:13,809 org.apache.http.wire wire - http-outgoing-0 << "HTTP/1.1 201 Created[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,809 org.apache.http.wire wire - http-outgoing-0 << "Server: Apache-Coyote/1.1[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,809 org.apache.http.wire wire - http-outgoing-0 << "Content-Length: 0[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,809 org.apache.http.wire wire - http-outgoing-0 << "Date: Wed, 13 Jun 2018 12:59:11 GMT[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,809 org.apache.http.wire wire - http-outgoing-0 << "[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,809 org.apache.http.headers onResponseReceived - http-outgoing-0 << HTTP/1.1 201 Created
[DEBUG] 2018-06-13 14:59:13,809 org.apache.http.headers onResponseReceived - http-outgoing-0 << Server: Apache-Coyote/1.1
[DEBUG] 2018-06-13 14:59:13,809 org.apache.http.headers onResponseReceived - http-outgoing-0 << Content-Length: 0
[DEBUG] 2018-06-13 14:59:13,809 org.apache.http.headers onResponseReceived - http-outgoing-0 << Date: Wed, 13 Jun 2018 12:59:11 GMT
[DEBUG] 2018-06-13 14:59:13,809 org.apache.http.impl.execchain.MainClientExec execute - Connection can be kept alive indefinitely
[DEBUG] 2018-06-13 14:59:13,809 org.apache.http.impl.conn.PoolingHttpClientConnectionManager releaseConnection - Connection [id: 0][route: {}->http://207.154.253.254:8080] can be kept alive indefinitely
[DEBUG] 2018-06-13 14:59:13,809 org.apache.http.impl.conn.PoolingHttpClientConnectionManager releaseConnection - Connection released: [id: 0][route: {}->http://207.154.253.254:8080][total kept alive: 1; route allocated: 1 of 20; total allocated: 1 of 200]
[DEBUG] 2018-06-13 14:59:13,809 org.apache.http.impl.execchain.MainClientExec cancel - Cancelling request execution
[DEBUG] 2018-06-13 14:59:13,809 org.apache.http.client.protocol.RequestAddCookies process - CookieSpec selected: best-match
[DEBUG] 2018-06-13 14:59:13,809 org.apache.http.client.protocol.RequestAuthCache process - Auth cache not set in the context
[DEBUG] 2018-06-13 14:59:13,809 org.apache.http.impl.conn.PoolingHttpClientConnectionManager requestConnection - Connection request: [route: {}->http://207.154.253.254:8080][total kept alive: 1; route allocated: 1 of 20; total allocated: 1 of 200]
[DEBUG] 2018-06-13 14:59:13,809 org.apache.http.impl.conn.PoolingHttpClientConnectionManager leaseConnection - Connection leased: [id: 0][route: {}->http://207.154.253.254:8080][total kept alive: 0; route allocated: 1 of 20; total allocated: 1 of 200]
[DEBUG] 2018-06-13 14:59:13,809 org.apache.http.impl.execchain.MainClientExec execute - Stale connection check
[DEBUG] 2018-06-13 14:59:13,825 org.apache.http.wire wire - http-outgoing-0 << "[read] I/O error: Read timed out"
[DEBUG] 2018-06-13 14:59:13,825 org.apache.http.impl.execchain.MainClientExec execute - Executing request POST /13_CDIO_FINAL/rest/recept/komponent HTTP/1.1
[DEBUG] 2018-06-13 14:59:13,825 org.apache.http.impl.execchain.MainClientExec execute - Target auth state: UNCHALLENGED
[DEBUG] 2018-06-13 14:59:13,825 org.apache.http.impl.execchain.MainClientExec execute - Proxy auth state: UNCHALLENGED
[DEBUG] 2018-06-13 14:59:13,825 org.apache.http.headers onRequestSubmitted - http-outgoing-0 >> POST /13_CDIO_FINAL/rest/recept/komponent HTTP/1.1
[DEBUG] 2018-06-13 14:59:13,825 org.apache.http.headers onRequestSubmitted - http-outgoing-0 >> accept-encoding: gzip
[DEBUG] 2018-06-13 14:59:13,825 org.apache.http.headers onRequestSubmitted - http-outgoing-0 >> Content-Type: application/json
[DEBUG] 2018-06-13 14:59:13,825 org.apache.http.headers onRequestSubmitted - http-outgoing-0 >> user-agent: unirest-java/1.3.11
[DEBUG] 2018-06-13 14:59:13,825 org.apache.http.headers onRequestSubmitted - http-outgoing-0 >> Content-Length: 62
[DEBUG] 2018-06-13 14:59:13,825 org.apache.http.headers onRequestSubmitted - http-outgoing-0 >> Host: 207.154.253.254:8080
[DEBUG] 2018-06-13 14:59:13,825 org.apache.http.headers onRequestSubmitted - http-outgoing-0 >> Connection: Keep-Alive
[DEBUG] 2018-06-13 14:59:13,825 org.apache.http.wire wire - http-outgoing-0 >> "POST /13_CDIO_FINAL/rest/recept/komponent HTTP/1.1[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,825 org.apache.http.wire wire - http-outgoing-0 >> "accept-encoding: gzip[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,825 org.apache.http.wire wire - http-outgoing-0 >> "Content-Type: application/json[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,825 org.apache.http.wire wire - http-outgoing-0 >> "user-agent: unirest-java/1.3.11[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,825 org.apache.http.wire wire - http-outgoing-0 >> "Content-Length: 62[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,825 org.apache.http.wire wire - http-outgoing-0 >> "Host: 207.154.253.254:8080[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,825 org.apache.http.wire wire - http-outgoing-0 >> "Connection: Keep-Alive[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,825 org.apache.http.wire wire - http-outgoing-0 >> "[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,825 org.apache.http.wire wire - http-outgoing-0 >> "{"receptId":9999,"raavareId":1,"nomNetto":1.0,"tolerance":1.0}"
[DEBUG] 2018-06-13 14:59:13,903 org.apache.http.wire wire - http-outgoing-0 << "HTTP/1.1 200 OK[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,903 org.apache.http.wire wire - http-outgoing-0 << "Server: Apache-Coyote/1.1[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,903 org.apache.http.wire wire - http-outgoing-0 << "Content-Length: 0[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,903 org.apache.http.wire wire - http-outgoing-0 << "Date: Wed, 13 Jun 2018 12:59:11 GMT[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,903 org.apache.http.wire wire - http-outgoing-0 << "[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,903 org.apache.http.headers onResponseReceived - http-outgoing-0 << HTTP/1.1 200 OK
[DEBUG] 2018-06-13 14:59:13,903 org.apache.http.headers onResponseReceived - http-outgoing-0 << Server: Apache-Coyote/1.1
[DEBUG] 2018-06-13 14:59:13,903 org.apache.http.headers onResponseReceived - http-outgoing-0 << Content-Length: 0
[DEBUG] 2018-06-13 14:59:13,903 org.apache.http.headers onResponseReceived - http-outgoing-0 << Date: Wed, 13 Jun 2018 12:59:11 GMT
[DEBUG] 2018-06-13 14:59:13,903 org.apache.http.impl.execchain.MainClientExec execute - Connection can be kept alive indefinitely
[DEBUG] 2018-06-13 14:59:13,903 org.apache.http.impl.conn.PoolingHttpClientConnectionManager releaseConnection - Connection [id: 0][route: {}->http://207.154.253.254:8080] can be kept alive indefinitely
[DEBUG] 2018-06-13 14:59:13,903 org.apache.http.impl.conn.PoolingHttpClientConnectionManager releaseConnection - Connection released: [id: 0][route: {}->http://207.154.253.254:8080][total kept alive: 1; route allocated: 1 of 20; total allocated: 1 of 200]
[DEBUG] 2018-06-13 14:59:13,903 org.apache.http.impl.execchain.MainClientExec cancel - Cancelling request execution
[DEBUG] 2018-06-13 14:59:13,903 org.apache.http.client.protocol.RequestAddCookies process - CookieSpec selected: best-match
[DEBUG] 2018-06-13 14:59:13,903 org.apache.http.client.protocol.RequestAuthCache process - Auth cache not set in the context
[DEBUG] 2018-06-13 14:59:13,903 org.apache.http.impl.conn.PoolingHttpClientConnectionManager requestConnection - Connection request: [route: {}->http://207.154.253.254:8080][total kept alive: 1; route allocated: 1 of 20; total allocated: 1 of 200]
[DEBUG] 2018-06-13 14:59:13,903 org.apache.http.impl.conn.PoolingHttpClientConnectionManager leaseConnection - Connection leased: [id: 0][route: {}->http://207.154.253.254:8080][total kept alive: 0; route allocated: 1 of 20; total allocated: 1 of 200]
[DEBUG] 2018-06-13 14:59:13,903 org.apache.http.impl.execchain.MainClientExec execute - Stale connection check
[DEBUG] 2018-06-13 14:59:13,919 org.apache.http.wire wire - http-outgoing-0 << "[read] I/O error: Read timed out"
[DEBUG] 2018-06-13 14:59:13,919 org.apache.http.impl.execchain.MainClientExec execute - Executing request DELETE /13_CDIO_FINAL/rest/recept/komponent/9999/1 HTTP/1.1
[DEBUG] 2018-06-13 14:59:13,919 org.apache.http.impl.execchain.MainClientExec execute - Target auth state: UNCHALLENGED
[DEBUG] 2018-06-13 14:59:13,919 org.apache.http.impl.execchain.MainClientExec execute - Proxy auth state: UNCHALLENGED
[DEBUG] 2018-06-13 14:59:13,919 org.apache.http.headers onRequestSubmitted - http-outgoing-0 >> DELETE /13_CDIO_FINAL/rest/recept/komponent/9999/1 HTTP/1.1
[DEBUG] 2018-06-13 14:59:13,919 org.apache.http.headers onRequestSubmitted - http-outgoing-0 >> accept-encoding: gzip
[DEBUG] 2018-06-13 14:59:13,919 org.apache.http.headers onRequestSubmitted - http-outgoing-0 >> Content-Type: application/json
[DEBUG] 2018-06-13 14:59:13,919 org.apache.http.headers onRequestSubmitted - http-outgoing-0 >> user-agent: unirest-java/1.3.11
[DEBUG] 2018-06-13 14:59:13,919 org.apache.http.headers onRequestSubmitted - http-outgoing-0 >> Content-Length: 0
[DEBUG] 2018-06-13 14:59:13,919 org.apache.http.headers onRequestSubmitted - http-outgoing-0 >> Host: 207.154.253.254:8080
[DEBUG] 2018-06-13 14:59:13,919 org.apache.http.headers onRequestSubmitted - http-outgoing-0 >> Connection: Keep-Alive
[DEBUG] 2018-06-13 14:59:13,919 org.apache.http.wire wire - http-outgoing-0 >> "DELETE /13_CDIO_FINAL/rest/recept/komponent/9999/1 HTTP/1.1[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,919 org.apache.http.wire wire - http-outgoing-0 >> "accept-encoding: gzip[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,919 org.apache.http.wire wire - http-outgoing-0 >> "Content-Type: application/json[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,919 org.apache.http.wire wire - http-outgoing-0 >> "user-agent: unirest-java/1.3.11[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,919 org.apache.http.wire wire - http-outgoing-0 >> "Content-Length: 0[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,919 org.apache.http.wire wire - http-outgoing-0 >> "Host: 207.154.253.254:8080[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,919 org.apache.http.wire wire - http-outgoing-0 >> "Connection: Keep-Alive[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,919 org.apache.http.wire wire - http-outgoing-0 >> "[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,981 org.apache.http.wire wire - http-outgoing-0 << "HTTP/1.1 200 OK[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,981 org.apache.http.wire wire - http-outgoing-0 << "Server: Apache-Coyote/1.1[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,981 org.apache.http.wire wire - http-outgoing-0 << "Content-Length: 0[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,981 org.apache.http.wire wire - http-outgoing-0 << "Date: Wed, 13 Jun 2018 12:59:11 GMT[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,981 org.apache.http.wire wire - http-outgoing-0 << "[\r][\n]"
[DEBUG] 2018-06-13 14:59:13,981 org.apache.http.headers onResponseReceived - http-outgoing-0 << HTTP/1.1 200 OK
[DEBUG] 2018-06-13 14:59:13,981 org.apache.http.headers onResponseReceived - http-outgoing-0 << Server: Apache-Coyote/1.1
[DEBUG] 2018-06-13 14:59:13,981 org.apache.http.headers onResponseReceived - http-outgoing-0 << Content-Length: 0
[DEBUG] 2018-06-13 14:59:13,981 org.apache.http.headers onResponseReceived - http-outgoing-0 << Date: Wed, 13 Jun 2018 12:59:11 GMT
[DEBUG] 2018-06-13 14:59:13,981 org.apache.http.impl.execchain.MainClientExec execute - Connection can be kept alive indefinitely
[DEBUG] 2018-06-13 14:59:13,981 org.apache.http.impl.conn.PoolingHttpClientConnectionManager releaseConnection - Connection [id: 0][route: {}->http://207.154.253.254:8080] can be kept alive indefinitely
[DEBUG] 2018-06-13 14:59:13,981 org.apache.http.impl.conn.PoolingHttpClientConnectionManager releaseConnection - Connection released: [id: 0][route: {}->http://207.154.253.254:8080][total kept alive: 1; route allocated: 1 of 20; total allocated: 1 of 200]
[DEBUG] 2018-06-13 14:59:13,981 org.apache.http.impl.execchain.MainClientExec cancel - Cancelling request execution
[INFO] 2018-06-13 16:03:46,600 ase.WeightSocket flushInput - Flush inputstream.
[INFO] 2018-06-13 16:03:46,615 ase.AseController validerOperatoer - Hent operatør.
[INFO] 2018-06-13 16:03:46,615 ase.WeightSocket rm20 - Client: RM20 8 "Input operator ID" "ID" "" \n
[INFO] 2018-06-13 16:03:47,193 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-13 16:03:49,628 ase.WeightSocket rm20 - Server: RM20 A "1"
[INFO] 2018-06-13 16:03:49,699 ase.WeightSocket rm20 - Client: RM20 8 "TT" "" "Confirm" \n
[INFO] 2018-06-13 16:03:50,430 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-13 16:03:50,945 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-13 16:03:50,962 ase.WeightSocket rm20 - Client: RM20 8 "Input batch ID" "1-9999999" "" \n
[INFO] 2018-06-13 16:03:51,696 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-13 16:03:53,977 ase.WeightSocket rm20 - Server: RM20 A "2"
[INFO] 2018-06-13 16:03:54,087 ase.WeightSocket rm20 - Client: RM20 8 "prosciuta" "" "Confirm" \n
[INFO] 2018-06-13 16:03:54,712 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-13 16:03:55,655 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-13 16:03:55,660 ase.WeightSocket rm20 - Client: RM20 8 "Status: Afsluttet." "" "" \n
[INFO] 2018-06-13 16:03:56,381 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-13 16:04:00,662 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-13 16:04:00,674 ase.AseController run - Cancel: Opdater produktbatch.
[INFO] 2018-06-13 16:04:01,285 ase.WeightSocket flushInput - Flush inputstream.
[INFO] 2018-06-13 16:04:01,285 ase.AseController validerOperatoer - Hent operatør.
[INFO] 2018-06-13 16:04:01,285 ase.WeightSocket rm20 - Client: RM20 8 "Input operator ID" "ID" "" \n
[INFO] 2018-06-13 16:04:01,926 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-13 16:04:04,202 ase.WeightSocket rm20 - Server: RM20 A "1"
[INFO] 2018-06-13 16:04:04,265 ase.WeightSocket rm20 - Client: RM20 8 "TT" "" "Confirm" \n
[INFO] 2018-06-13 16:04:04,827 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-13 16:04:05,218 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-13 16:04:05,224 ase.WeightSocket rm20 - Client: RM20 8 "Input batch ID" "1-9999999" "" \n
[INFO] 2018-06-13 16:04:05,881 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-13 16:04:07,975 ase.WeightSocket rm20 - Server: RM20 A "5"
[INFO] 2018-06-13 16:04:08,081 ase.WeightSocket rm20 - Client: RM20 8 "capricc" "" "Confirm" \n
[INFO] 2018-06-13 16:04:08,701 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-13 16:04:09,748 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-13 16:04:09,760 ase.WeightSocket rm20 - Client: RM20 8 "Status: ikke klar." "" "" \n
[INFO] 2018-06-13 16:04:10,487 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-13 16:04:11,190 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-13 16:04:11,203 ase.AseController run - Cancel: Opdater produktbatch.
[INFO] 2018-06-13 16:04:11,830 ase.WeightSocket flushInput - Flush inputstream.
[INFO] 2018-06-13 16:04:11,830 ase.AseController validerOperatoer - Hent operatør.
[INFO] 2018-06-13 16:04:11,830 ase.WeightSocket rm20 - Client: RM20 8 "Input operator ID" "ID" "" \n
[INFO] 2018-06-13 16:04:12,580 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-13 16:04:14,973 ase.WeightSocket rm20 - Server: RM20 A "1"
[INFO] 2018-06-13 16:04:15,016 ase.WeightSocket rm20 - Client: RM20 8 "TT" "" "Confirm" \n
[INFO] 2018-06-13 16:04:15,594 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-13 16:04:16,435 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-13 16:04:16,445 ase.WeightSocket rm20 - Client: RM20 8 "Input batch ID" "1-9999999" "" \n
[INFO] 2018-06-13 16:04:17,166 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-13 16:04:19,573 ase.WeightSocket rm20 - Server: RM20 A "4"
[INFO] 2018-06-13 16:04:19,675 ase.WeightSocket rm20 - Client: RM20 8 "capricc" "" "Confirm" \n
[INFO] 2018-06-13 16:04:20,300 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-13 16:04:21,762 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-13 16:04:21,773 ase.WeightSocket rm20 - Client: RM20 8 "Status: Afsluttet." "" "" \n
[INFO] 2018-06-13 16:04:22,384 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-13 16:04:23,228 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-13 16:04:23,236 ase.AseController run - Cancel: Opdater produktbatch.
[INFO] 2018-06-13 16:04:23,862 ase.WeightSocket flushInput - Flush inputstream.
[INFO] 2018-06-13 16:04:23,862 ase.AseController validerOperatoer - Hent operatør.
[INFO] 2018-06-13 16:04:23,862 ase.WeightSocket rm20 - Client: RM20 8 "Input operator ID" "ID" "" \n
[INFO] 2018-06-13 16:04:24,487 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-13 16:04:38,155 ase.WeightSocket rm20 - Server: RM20 A "1"
[INFO] 2018-06-13 16:04:38,219 ase.WeightSocket rm20 - Client: RM20 8 "TT" "" "Confirm" \n
[INFO] 2018-06-13 16:04:38,969 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-13 16:04:42,192 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-13 16:04:42,195 ase.WeightSocket rm20 - Client: RM20 8 "Input batch ID" "1-9999999" "" \n
[INFO] 2018-06-13 16:04:42,867 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-13 16:04:49,319 ase.WeightSocket rm20 - Server: RM20 A "2"
[INFO] 2018-06-13 16:04:49,427 ase.WeightSocket rm20 - Client: RM20 8 "prosciuta" "" "Confirm" \n
[INFO] 2018-06-13 16:04:50,177 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-13 16:04:51,583 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-13 16:04:51,595 ase.WeightSocket rm20 - Client: RM20 8 "Status: Afsluttet." "" "" \n
[INFO] 2018-06-13 16:05:21,979 ase.WeightSocket flushInput - Flush inputstream.
[INFO] 2018-06-13 16:05:21,979 ase.AseController validerOperatoer - Hent operatør.
[INFO] 2018-06-13 16:05:21,995 ase.WeightSocket rm20 - Client: RM20 8 "Input operator ID" "ID" "" \n
[INFO] 2018-06-13 16:05:22,666 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-13 16:05:25,903 ase.WeightSocket rm20 - Server: RM20 A "1"
[ERROR] 2018-06-13 16:05:26,046 ase.WeightSocket connect - Fejl: IO exception. Kontakt system administrator.
[ERROR] 2018-06-13 16:05:26,048 ase.WeightSocket connect - Connection refused: connect
[INFO] 2018-06-13 16:05:26,692 ase.WeightSocket rm20 - Client: RM20 8 "TT" "" "Confirm" \n
[INFO] 2018-06-13 16:05:27,364 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-13 16:05:28,165 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-13 16:05:28,165 ase.WeightSocket rm20 - Client: RM20 8 "Input batch ID" "1-9999999" "" \n
[INFO] 2018-06-13 16:05:28,759 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-13 16:05:31,535 ase.WeightSocket rm20 - Server: RM20 A "2"
[INFO] 2018-06-13 16:05:31,621 ase.WeightSocket rm20 - Client: RM20 8 "prosciuta" "" "Confirm" \n
[INFO] 2018-06-13 16:05:32,371 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-13 16:05:32,621 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-13 16:05:32,624 ase.WeightSocket rm20 - Client: RM20 8 "Status: Afsluttet." "" "" \n
[INFO] 2018-06-13 16:05:33,204 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-13 16:05:36,335 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-13 16:05:36,349 ase.AseController run - Cancel: Opdater produktbatch.
[INFO] 2018-06-13 16:05:36,929 ase.WeightSocket flushInput - Flush inputstream.
[INFO] 2018-06-13 16:05:36,929 ase.AseController validerOperatoer - Hent operatør.
[INFO] 2018-06-13 16:05:36,929 ase.WeightSocket rm20 - Client: RM20 8 "Input operator ID" "ID" "" \n
[INFO] 2018-06-13 16:05:37,695 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-13 16:05:39,790 ase.WeightSocket rm20 - Server: RM20 A "1"
[INFO] 2018-06-13 16:05:39,830 ase.WeightSocket rm20 - Client: RM20 8 "TT" "" "Confirm" \n
[INFO] 2018-06-13 16:05:40,533 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-13 16:05:41,111 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-13 16:05:41,115 ase.WeightSocket rm20 - Client: RM20 8 "Input batch ID" "1-9999999" "" \n
[INFO] 2018-06-13 16:05:41,770 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-13 16:05:44,801 ase.WeightSocket rm20 - Server: RM20 A "4"
[INFO] 2018-06-13 16:05:44,890 ase.WeightSocket rm20 - Client: RM20 8 "capricc" "" "Confirm" \n
[INFO] 2018-06-13 16:05:45,515 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-13 16:05:46,829 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-13 16:05:46,836 ase.WeightSocket rm20 - Client: RM20 8 "Status: Afsluttet." "" "" \n
[INFO] 2018-06-13 16:05:47,624 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-13 16:05:56,606 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-13 16:05:56,615 ase.AseController run - Cancel: Opdater produktbatch.
[INFO] 2018-06-13 16:05:57,206 ase.WeightSocket flushInput - Flush inputstream.
[INFO] 2018-06-13 16:05:57,206 ase.AseController validerOperatoer - Hent operatør.
[INFO] 2018-06-13 16:05:57,206 ase.WeightSocket rm20 - Client: RM20 8 "Input operator ID" "ID" "" \n
[INFO] 2018-06-13 16:05:57,956 ase.WeightSocket rm20 - Server: RM20 B
[ERROR] 2018-06-14 09:14:17,483 ase.WeightSocket connect - Fejl: IO exception. Kontakt system administrator.
[ERROR] 2018-06-14 09:14:17,486 ase.WeightSocket connect - Connection refused: connect
[ERROR] 2018-06-14 09:14:54,397 ase.WeightSocket connect - Fejl: IO exception. Kontakt system administrator.
